size,time,name
3068287,2025-09-26 18:31:31,CA01_01.tif
3040953,2025-09-26 18:36:53,CA06_02.tif
2949385,2025-09-26 18:37:13,CS06_04.tif
3112511,2025-09-26 20:23:35,TA14_02.tif
